DFHG urns, CITE urns
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.sybaritarum_et_thuriorum:237,urn:cite:lofts:fhg.aristoteles:237
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.massiliensium:238,urn:cite:lofts:fhg.aristoteles:238
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.massiliensium:239,urn:cite:lofts:fhg.aristoteles:239
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.massiliensium:239,urn:cite:lofts:fhg.aristoteles:239
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.massiliensium:240,urn:cite:lofts:fhg.aristoteles:240
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.massiliensium:241,urn:cite:lofts:fhg.aristoteles:241
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.romanorum_instituta:242,urn:cite:lofts:fhg.aristoteles:242
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.romanorum_instituta:243,urn:cite:lofts:fhg.aristoteles:243
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.romanorum_instituta:244,urn:cite:lofts:fhg.aristoteles:244
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.romanorum_instituta:245,urn:cite:lofts:fhg.aristoteles:245
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:246,urn:cite:lofts:fhg.aristoteles:246
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:247,urn:cite:lofts:fhg.aristoteles:247
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:247,urn:cite:lofts:fhg.aristoteles:247
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:247.a,urn:cite:lofts:fhg.aristoteles:247.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:248,urn:cite:lofts:fhg.aristoteles:248
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:249,urn:cite:lofts:fhg.aristoteles:249
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:250,urn:cite:lofts:fhg.aristoteles:250
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:251,urn:cite:lofts:fhg.aristoteles:251
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:251,urn:cite:lofts:fhg.aristoteles:251
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:251,urn:cite:lofts:fhg.aristoteles:251
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:251,urn:cite:lofts:fhg.aristoteles:251
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:252,urn:cite:lofts:fhg.aristoteles:252
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:252,urn:cite:lofts:fhg.aristoteles:252
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:252,urn:cite:lofts:fhg.aristoteles:252
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:253,urn:cite:lofts:fhg.aristoteles:253
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:253,urn:cite:lofts:fhg.aristoteles:253
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:253,urn:cite:lofts:fhg.aristoteles:253
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.instituta_barbarica.tyrrhenorum_instituta:253,urn:cite:lofts:fhg.aristoteles:253
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.privilegia_urbium:254,urn:cite:lofts:fhg.aristoteles:254
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.privilegia_urbium:255,urn:cite:lofts:fhg.aristoteles:255
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:256,urn:cite:lofts:fhg.aristoteles:256
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:256,urn:cite:lofts:fhg.aristoteles:256
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:257,urn:cite:lofts:fhg.aristoteles:257
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:257,urn:cite:lofts:fhg.aristoteles:257
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:257,urn:cite:lofts:fhg.aristoteles:257
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:257,urn:cite:lofts:fhg.aristoteles:257
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:257.a,urn:cite:lofts:fhg.aristoteles:257.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:258,urn:cite:lofts:fhg.aristoteles:258
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_inventiis:259,urn:cite:lofts:fhg.aristoteles:259
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.olympionicae:261,urn:cite:lofts:fhg.aristoteles:261
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.olympionicae:262,urn:cite:lofts:fhg.aristoteles:262
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.olympionicae:263,urn:cite:lofts:fhg.aristoteles:263
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.olympionicae:264,urn:cite:lofts:fhg.aristoteles:264
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.olympionicae:264.a,urn:cite:lofts:fhg.aristoteles:264.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.pythionicae:265,urn:cite:lofts:fhg.aristoteles:265
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.pythionicae:265.a,urn:cite:lofts:fhg.aristoteles:265.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.pythionicae:265.b,urn:cite:lofts:fhg.aristoteles:265.b
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.pythionicae:266,urn:cite:lofts:fhg.aristoteles:266
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.didascaliae:267,urn:cite:lofts:fhg.aristoteles:267
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.didascaliae:268,urn:cite:lofts:fhg.aristoteles:268
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.didascaliae:269,urn:cite:lofts:fhg.aristoteles:269
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.didascaliae:270,urn:cite:lofts:fhg.aristoteles:270
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.didascaliae:271,urn:cite:lofts:fhg.aristoteles:271
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.didascaliae:272,urn:cite:lofts:fhg.aristoteles:272
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:273,urn:cite:lofts:fhg.aristoteles:273
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:274,urn:cite:lofts:fhg.aristoteles:274
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:274,urn:cite:lofts:fhg.aristoteles:274
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:274,urn:cite:lofts:fhg.aristoteles:274
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:275,urn:cite:lofts:fhg.aristoteles:275
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:276,urn:cite:lofts:fhg.aristoteles:276
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:277,urn:cite:lofts:fhg.aristoteles:277
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_primo:277,urn:cite:lofts:fhg.aristoteles:277
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_secundo:278,urn:cite:lofts:fhg.aristoteles:278
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_poetis.e_libro_tertio:279,urn:cite:lofts:fhg.aristoteles:279
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.proverbia:280,urn:cite:lofts:fhg.aristoteles:280
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.peplus:281,urn:cite:lofts:fhg.aristoteles:281
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.peplus:282,urn:cite:lofts:fhg.aristoteles:282
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.peplus:283,urn:cite:lofts:fhg.aristoteles:283
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.peplus:284,urn:cite:lofts:fhg.aristoteles:284
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.peplus:285,urn:cite:lofts:fhg.aristoteles:285
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.peplus:286,urn:cite:lofts:fhg.aristoteles:286
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.peplus:287,urn:cite:lofts:fhg.aristoteles:287
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.lacedaemoniorum_respublica:1,urn:cite:lofts:fhg.dioscorides:1
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.lacedaemoniorum_respublica.e_libro_secundo:2,urn:cite:lofts:fhg.dioscorides:2
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.lacedaemoniorum_respublica.e_libro_secundo:3,urn:cite:lofts:fhg.dioscorides:3
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.de_institutis:4,urn:cite:lofts:fhg.dioscorides:4
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.de_homericis_institutis:5,urn:cite:lofts:fhg.dioscorides:5
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.de_homericis_institutis:5,urn:cite:lofts:fhg.dioscorides:5
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.commentarii:6,urn:cite:lofts:fhg.dioscorides:6
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.commentarii:7,urn:cite:lofts:fhg.dioscorides:7
urn:lofts:fhg.dioscorides.dioscoridis_fragmenta.commentarii:8,urn:cite:lofts:fhg.dioscorides:8
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:1,urn:cite:lofts:fhg.dicaearchus_messenius:1
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:2,urn:cite:lofts:fhg.dicaearchus_messenius:2
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:3,urn:cite:lofts:fhg.dicaearchus_messenius:3
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:4,urn:cite:lofts:fhg.dicaearchus_messenius:4
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:5,urn:cite:lofts:fhg.dicaearchus_messenius:5
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:6,urn:cite:lofts:fhg.dicaearchus_messenius:6
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:7,urn:cite:lofts:fhg.dicaearchus_messenius:7
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:7,urn:cite:lofts:fhg.dicaearchus_messenius:7
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:8,urn:cite:lofts:fhg.dicaearchus_messenius:8
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:9,urn:cite:lofts:fhg.dicaearchus_messenius:9
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:10,urn:cite:lofts:fhg.dicaearchus_messenius:10
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:11,urn:cite:lofts:fhg.dicaearchus_messenius:11
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:12,urn:cite:lofts:fhg.dicaearchus_messenius:12
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:13,urn:cite:lofts:fhg.dicaearchus_messenius:13
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:14,urn:cite:lofts:fhg.dicaearchus_messenius:14
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:15,urn:cite:lofts:fhg.dicaearchus_messenius:15
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:16,urn:cite:lofts:fhg.dicaearchus_messenius:16
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_primo:17,urn:cite:lofts:fhg.dicaearchus_messenius:17
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_vita_graeciae.e_libro_tertio:18,urn:cite:lofts:fhg.dicaearchus_messenius:18
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_alexandri_sacrificio_ad_ilium:19,urn:cite:lofts:fhg.dicaearchus_messenius:19
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.scripta_argumenti_politici:,urn:cite:lofts:fhg.dicaearchus_messenius:
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_rebus_publicis.pellenaeorum_corinthiorum_atheniensium:20,urn:cite:lofts:fhg.dicaearchus_messenius:20
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_rebus_publicis.lacedaemoniorum:21,urn:cite:lofts:fhg.dicaearchus_messenius:21
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_rebus_publicis.tripoliticus:22,urn:cite:lofts:fhg.dicaearchus_messenius:22
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_rebus_publicis.tripoliticus:23,urn:cite:lofts:fhg.dicaearchus_messenius:23
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_rebus_publicis.tripoliticus:23,urn:cite:lofts:fhg.dicaearchus_messenius:23
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.e_libro_primo_de_platone:24,urn:cite:lofts:fhg.dicaearchus_messenius:24
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.e_libro_primo_de_platone:25,urn:cite:lofts:fhg.dicaearchus_messenius:25
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.e_libro_primo_de_platone:26,urn:cite:lofts:fhg.dicaearchus_messenius:26
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.e_libro_primo_de_platone:27,urn:cite:lofts:fhg.dicaearchus_messenius:27
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_septem_sapientibus:28,urn:cite:lofts:fhg.dicaearchus_messenius:28
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_septem_sapientibus:28,urn:cite:lofts:fhg.dicaearchus_messenius:28
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_pythagora:29,urn:cite:lofts:fhg.dicaearchus_messenius:29
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_pythagora:30,urn:cite:lofts:fhg.dicaearchus_messenius:30
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_pythagora:30,urn:cite:lofts:fhg.dicaearchus_messenius:30
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_pythagora:30,urn:cite:lofts:fhg.dicaearchus_messenius:30
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_pythagora:31,urn:cite:lofts:fhg.dicaearchus_messenius:31
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_pythagora:32,urn:cite:lofts:fhg.dicaearchus_messenius:32
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.xenophanes:33,urn:cite:lofts:fhg.dicaearchus_messenius:33
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_homero:33.a,urn:cite:lofts:fhg.dicaearchus_messenius:33.a
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_alcaeo:34,urn:cite:lofts:fhg.dicaearchus_messenius:34
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_alcaeo:34,urn:cite:lofts:fhg.dicaearchus_messenius:34
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_alcaeo:34,urn:cite:lofts:fhg.dicaearchus_messenius:34
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_alcaeo:34,urn:cite:lofts:fhg.dicaearchus_messenius:34
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_alcaeo:35,urn:cite:lofts:fhg.dicaearchus_messenius:35
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.vitae_philosophorum.de_alcaeo:36,urn:cite:lofts:fhg.dicaearchus_messenius:36
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_poetis_dramaticis.de_sophocle:37,urn:cite:lofts:fhg.dicaearchus_messenius:37
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_poetis_dramaticis.de_sophocle:38,urn:cite:lofts:fhg.dicaearchus_messenius:38
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_poetis_dramaticis.de_sophocle:39,urn:cite:lofts:fhg.dicaearchus_messenius:39
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_poetis_dramaticis.de_euripide:40,urn:cite:lofts:fhg.dicaearchus_messenius:40
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_poetis_dramaticis.de_aristophane:41,urn:cite:lofts:fhg.dicaearchus_messenius:41
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_poetis_dramaticis.de_aristophane:42,urn:cite:lofts:fhg.dicaearchus_messenius:42
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_musicis_certaminibus:43,urn:cite:lofts:fhg.dicaearchus_messenius:43
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_musicis_certaminibus:44,urn:cite:lofts:fhg.dicaearchus_messenius:44
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.de_bacchicis_certaminibus:45,urn:cite:lofts:fhg.dicaearchus_messenius:45
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.panathenaicus:46,urn:cite:lofts:fhg.dicaearchus_messenius:46
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.olympicus:47,urn:cite:lofts:fhg.dicaearchus_messenius:47
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.olympicus:48,urn:cite:lofts:fhg.dicaearchus_messenius:48
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.olympicus:49,urn:cite:lofts:fhg.dicaearchus_messenius:49
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.olympicus:50,urn:cite:lofts:fhg.dicaearchus_messenius:50
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.olympicus:51,urn:cite:lofts:fhg.dicaearchus_messenius:51
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.orbis_terrarum_circuitus:52,urn:cite:lofts:fhg.dicaearchus_messenius:52
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.orbis_terrarum_circuitus:53,urn:cite:lofts:fhg.dicaearchus_messenius:53
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.orbis_terrarum_circuitus:53,urn:cite:lofts:fhg.dicaearchus_messenius:53
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.orbis_terrarum_circuitus:54,urn:cite:lofts:fhg.dicaearchus_messenius:54
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.orbis_terrarum_circuitus:55,urn:cite:lofts:fhg.dicaearchus_messenius:55
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.orbis_terrarum_circuitus:56,urn:cite:lofts:fhg.dicaearchus_messenius:56
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.orbis_terrarum_circuitus:57,urn:cite:lofts:fhg.dicaearchus_messenius:57
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.montium_dimensiones:58,urn:cite:lofts:fhg.dicaearchus_messenius:58
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.de_anima:,urn:cite:lofts:fhg.dicaearchus_messenius:
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:62,urn:cite:lofts:fhg.dicaearchus_messenius:62
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:63,urn:cite:lofts:fhg.dicaearchus_messenius:63
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:64,urn:cite:lofts:fhg.dicaearchus_messenius:64
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:64,urn:cite:lofts:fhg.dicaearchus_messenius:64
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:64,urn:cite:lofts:fhg.dicaearchus_messenius:64
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:64,urn:cite:lofts:fhg.dicaearchus_messenius:64
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:64,urn:cite:lofts:fhg.dicaearchus_messenius:64
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.corinthiacus:64,urn:cite:lofts:fhg.dicaearchus_messenius:64
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.lesbiacus:65,urn:cite:lofts:fhg.dicaearchus_messenius:65
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.lesbiacus:66,urn:cite:lofts:fhg.dicaearchus_messenius:66
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.de_interitu_hominum:67,urn:cite:lofts:fhg.dicaearchus_messenius:67
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.de_interitu_hominum:68,urn:cite:lofts:fhg.dicaearchus_messenius:68
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.de_divinatione:69,urn:cite:lofts:fhg.dicaearchus_messenius:69
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.de_divinatione:69,urn:cite:lofts:fhg.dicaearchus_messenius:69
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.de_divinatione:69,urn:cite:lofts:fhg.dicaearchus_messenius:69
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.de_divinatione:70,urn:cite:lofts:fhg.dicaearchus_messenius:70
urn:lofts:fhg.dicaearchus_messenius.dicaearchi_messenii_fragmenta.dicaearchi_scripta_philosophica.in_trophonii_antrum_descensus.e_libro_primo:71,urn:cite:lofts:fhg.dicaearchus_messenius:71
