DFHG urns, CITE urns
urn:lofts:fhg.hecataeus_abderita.hecataei_abderitae_fragmenta.de_rebus_aegyptiorum.e_libro_primo:12,urn:cite:lofts:fhg.hecataeus_abderita:12
urn:lofts:fhg.hecataeus_abderita.hecataei_abderitae_fragmenta.de_rebus_aegyptiorum.e_libro_primo:13,urn:cite:lofts:fhg.hecataeus_abderita:13
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.de_judaeis:14,urn:cite:lofts:fhg.pseudo_hecataeus:14
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.de_judaeis:15,urn:cite:lofts:fhg.pseudo_hecataeus:15
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.de_judaeis:16,urn:cite:lofts:fhg.pseudo_hecataeus:16
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.de_judaeis:16,urn:cite:lofts:fhg.pseudo_hecataeus:16
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.de_abramo:17,urn:cite:lofts:fhg.pseudo_hecataeus:17
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.de_abramo:18,urn:cite:lofts:fhg.pseudo_hecataeus:18
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.sedis_incertae:19,urn:cite:lofts:fhg.pseudo_hecataeus:19
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.sedis_incertae:20,urn:cite:lofts:fhg.pseudo_hecataeus:20
urn:lofts:fhg.pseudo_hecataeus.pseudo_hecataei_fragmenta.sedis_incertae:21,urn:cite:lofts:fhg.pseudo_hecataeus:21
urn:lofts:fhg.amometus.amometi_fragmenta.de_attacoribus:1,urn:cite:lofts:fhg.amometus:1
urn:lofts:fhg.amometus.amometi_fragmenta.e_memphide_navigatio:2,urn:cite:lofts:fhg.amometus:2
urn:lofts:fhg.amometus.amometi_fragmenta.e_memphide_navigatio:3,urn:cite:lofts:fhg.amometus:3
urn:lofts:fhg.amometus.amometi_fragmenta.e_memphide_navigatio:4,urn:cite:lofts:fhg.amometus:4
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum:1,urn:cite:lofts:fhg.megasthenes:1
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:2,urn:cite:lofts:fhg.megasthenes:2
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:3,urn:cite:lofts:fhg.megasthenes:3
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:4,urn:cite:lofts:fhg.megasthenes:4
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:5,urn:cite:lofts:fhg.megasthenes:5
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:6,urn:cite:lofts:fhg.megasthenes:6
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:7,urn:cite:lofts:fhg.megasthenes:7
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:7,urn:cite:lofts:fhg.megasthenes:7
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:8,urn:cite:lofts:fhg.megasthenes:8
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:9,urn:cite:lofts:fhg.megasthenes:9
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:10,urn:cite:lofts:fhg.megasthenes:10
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:11,urn:cite:lofts:fhg.megasthenes:11
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:12,urn:cite:lofts:fhg.megasthenes:12
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:13,urn:cite:lofts:fhg.megasthenes:13
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:14,urn:cite:lofts:fhg.megasthenes:14
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:15,urn:cite:lofts:fhg.megasthenes:15
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:16,urn:cite:lofts:fhg.megasthenes:16
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:17,urn:cite:lofts:fhg.megasthenes:17
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:18,urn:cite:lofts:fhg.megasthenes:18
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:18,urn:cite:lofts:fhg.megasthenes:18
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:18,urn:cite:lofts:fhg.megasthenes:18
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:19,urn:cite:lofts:fhg.megasthenes:19
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_primo:19,urn:cite:lofts:fhg.megasthenes:19
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:20,urn:cite:lofts:fhg.megasthenes:20
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:21,urn:cite:lofts:fhg.megasthenes:21
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:22,urn:cite:lofts:fhg.megasthenes:22
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:22,urn:cite:lofts:fhg.megasthenes:22
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:22,urn:cite:lofts:fhg.megasthenes:22
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:23,urn:cite:lofts:fhg.megasthenes:23
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:24,urn:cite:lofts:fhg.megasthenes:24
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:25,urn:cite:lofts:fhg.megasthenes:25
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:26,urn:cite:lofts:fhg.megasthenes:26
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:27,urn:cite:lofts:fhg.megasthenes:27
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:28,urn:cite:lofts:fhg.megasthenes:28
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:29,urn:cite:lofts:fhg.megasthenes:29
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:30,urn:cite:lofts:fhg.megasthenes:30
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:31,urn:cite:lofts:fhg.megasthenes:31
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:32,urn:cite:lofts:fhg.megasthenes:32
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:33,urn:cite:lofts:fhg.megasthenes:33
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_secundo:34,urn:cite:lofts:fhg.megasthenes:34
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:35,urn:cite:lofts:fhg.megasthenes:35
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:36,urn:cite:lofts:fhg.megasthenes:36
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:36,urn:cite:lofts:fhg.megasthenes:36
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:36.a,urn:cite:lofts:fhg.megasthenes:36.a
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:36.a,urn:cite:lofts:fhg.megasthenes:36.a
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:37,urn:cite:lofts:fhg.megasthenes:37
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:38,urn:cite:lofts:fhg.megasthenes:38
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:38,urn:cite:lofts:fhg.megasthenes:38
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:38,urn:cite:lofts:fhg.megasthenes:38
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:39,urn:cite:lofts:fhg.megasthenes:39
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:39,urn:cite:lofts:fhg.megasthenes:39
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:40,urn:cite:lofts:fhg.megasthenes:40
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:41,urn:cite:lofts:fhg.megasthenes:41
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:42,urn:cite:lofts:fhg.megasthenes:42
urn:lofts:fhg.megasthenes.megasthenis_fragmenta.epitome_indicorum.e_libro_tertio:43,urn:cite:lofts:fhg.megasthenes:43
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.indica:1,urn:cite:lofts:fhg.daimachus_plataeensis:1
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.indica:2,urn:cite:lofts:fhg.daimachus_plataeensis:2
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.indica:3,urn:cite:lofts:fhg.daimachus_plataeensis:3
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.indica.e_libro_secundo:4,urn:cite:lofts:fhg.daimachus_plataeensis:4
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.indica.e_libro_decimo:4.a,urn:cite:lofts:fhg.daimachus_plataeensis:4.a
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.de_pietate:5,urn:cite:lofts:fhg.daimachus_plataeensis:5
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.fragmenta_incerti_loci:6,urn:cite:lofts:fhg.daimachus_plataeensis:6
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.fragmenta_incerti_loci:7,urn:cite:lofts:fhg.daimachus_plataeensis:7
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.fragmenta_incerti_loci:8,urn:cite:lofts:fhg.daimachus_plataeensis:8
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.fragmenta_incerti_loci:8,urn:cite:lofts:fhg.daimachus_plataeensis:8
urn:lofts:fhg.daimachus_plataeensis.daimachi_plataeensis_fragmenta.obsidionales_commentarii:9,urn:cite:lofts:fhg.daimachus_plataeensis:9
urn:lofts:fhg.patrocles.patroclis_fragmenta:1,urn:cite:lofts:fhg.patrocles:1
urn:lofts:fhg.patrocles.patroclis_fragmenta:2,urn:cite:lofts:fhg.patrocles:2
urn:lofts:fhg.patrocles.patroclis_fragmenta:2,urn:cite:lofts:fhg.patrocles:2
urn:lofts:fhg.patrocles.patroclis_fragmenta:3,urn:cite:lofts:fhg.patrocles:3
urn:lofts:fhg.patrocles.patroclis_fragmenta:4,urn:cite:lofts:fhg.patrocles:4
urn:lofts:fhg.patrocles.patroclis_fragmenta:5,urn:cite:lofts:fhg.patrocles:5
urn:lofts:fhg.patrocles.patroclis_fragmenta:6,urn:cite:lofts:fhg.patrocles:6
urn:lofts:fhg.patrocles.patroclis_fragmenta:7,urn:cite:lofts:fhg.patrocles:7
urn:lofts:fhg.demodamas_milesius.demodamae_milesii_fragmenta:1,urn:cite:lofts:fhg.demodamas_milesius:1
urn:lofts:fhg.demodamas_milesius.demodamae_milesii_fragmenta:2,urn:cite:lofts:fhg.demodamas_milesius:2
urn:lofts:fhg.demodamas_halicarnassensis.demodamae_halicarnassensis_fragmenta.de_halicarnasso:3,urn:cite:lofts:fhg.demodamas_halicarnassensis:3
urn:lofts:fhg.demochares_leuconoensis.democharis_leuconoensis_fragmenta.historiarum:1,urn:cite:lofts:fhg.demochares_leuconoensis:1
urn:lofts:fhg.demochares_leuconoensis.democharis_leuconoensis_fragmenta.historiarum:2,urn:cite:lofts:fhg.demochares_leuconoensis:2
urn:lofts:fhg.demochares_leuconoensis.democharis_leuconoensis_fragmenta.historiarum.e_libro_vicesimo:3,urn:cite:lofts:fhg.demochares_leuconoensis:3
urn:lofts:fhg.demochares_leuconoensis.democharis_leuconoensis_fragmenta.historiarum.e_libro_vicesimo_primo:4,urn:cite:lofts:fhg.demochares_leuconoensis:4
urn:lofts:fhg.demochares_leuconoensis.democharis_leuconoensis_fragmenta.historiarum.e_libro_vicesimo_primo:5,urn:cite:lofts:fhg.demochares_leuconoensis:5
urn:lofts:fhg.demochares_leuconoensis.democharis_leuconoensis_fragmenta.historiarum.e_libro_vicesimo_primo:6,urn:cite:lofts:fhg.demochares_leuconoensis:6
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:1,urn:cite:lofts:fhg.hieronymus_cardianus:1
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:1.a,urn:cite:lofts:fhg.hieronymus_cardianus:1.a
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:2,urn:cite:lofts:fhg.hieronymus_cardianus:2
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:3,urn:cite:lofts:fhg.hieronymus_cardianus:3
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:4,urn:cite:lofts:fhg.hieronymus_cardianus:4
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:5,urn:cite:lofts:fhg.hieronymus_cardianus:5
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:6,urn:cite:lofts:fhg.hieronymus_cardianus:6
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:7,urn:cite:lofts:fhg.hieronymus_cardianus:7
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:8,urn:cite:lofts:fhg.hieronymus_cardianus:8
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:8,urn:cite:lofts:fhg.hieronymus_cardianus:8
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:9,urn:cite:lofts:fhg.hieronymus_cardianus:9
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:10,urn:cite:lofts:fhg.hieronymus_cardianus:10
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:11,urn:cite:lofts:fhg.hieronymus_cardianus:11
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:12,urn:cite:lofts:fhg.hieronymus_cardianus:12
urn:lofts:fhg.hieronymus_cardianus.hieronymi_cardiani_fragmenta.historia_successorum_alexandri_eorumque_filiorum:13,urn:cite:lofts:fhg.hieronymus_cardianus:13
urn:lofts:fhg.pyrrhus_epirota.pyrrhi_epirotae_fragmenta.commentarii_regii:1,urn:cite:lofts:fhg.pyrrhus_epirota:1
urn:lofts:fhg.pyrrhus_epirota.pyrrhi_epirotae_fragmenta.commentarii_regii:2,urn:cite:lofts:fhg.pyrrhus_epirota:2
urn:lofts:fhg.pyrrhus_epirota.pyrrhi_epirotae_fragmenta.commentarii_regii:3,urn:cite:lofts:fhg.pyrrhus_epirota:3
urn:lofts:fhg.proxenus.proxeni_fragmenta.epirotica:1,urn:cite:lofts:fhg.proxenus:1
urn:lofts:fhg.proxenus.proxeni_fragmenta.epirotica:2,urn:cite:lofts:fhg.proxenus:2
urn:lofts:fhg.proxenus.proxeni_fragmenta.epirotica:3,urn:cite:lofts:fhg.proxenus:3
urn:lofts:fhg.proxenus.proxeni_fragmenta.epirotica:4,urn:cite:lofts:fhg.proxenus:4
urn:lofts:fhg.proxenus.proxeni_fragmenta.epirotica:5,urn:cite:lofts:fhg.proxenus:5
urn:lofts:fhg.proxenus.proxeni_fragmenta.epirotica:6,urn:cite:lofts:fhg.proxenus:6
urn:lofts:fhg.proxenus.proxeni_fragmenta.de_fretis_siculis.e_libro_primo:7,urn:cite:lofts:fhg.proxenus:7
urn:lofts:fhg.proxenus.proxeni_fragmenta.lacedaemoniorum_respublica.e_libro_secundo:8,urn:cite:lofts:fhg.proxenus:8
urn:lofts:fhg.cineas_thessalus.cineae_thessali_fragmenta.thessalica:1,urn:cite:lofts:fhg.cineas_thessalus:1
urn:lofts:fhg.cineas_thessalus.cineae_thessali_fragmenta.thessalica:2,urn:cite:lofts:fhg.cineas_thessalus:2
urn:lofts:fhg.cineas_thessalus.cineae_thessali_fragmenta.thessalica:3,urn:cite:lofts:fhg.cineas_thessalus:3
urn:lofts:fhg.cineas_thessalus.cineae_thessali_fragmenta.thessalica:4,urn:cite:lofts:fhg.cineas_thessalus:4
urn:lofts:fhg.suidas.suidae_fragmenta.thessalica.e_libro_primo:1,urn:cite:lofts:fhg.suidas:1
urn:lofts:fhg.suidas.suidae_fragmenta.thessalica.e_libro_primo:2,urn:cite:lofts:fhg.suidas:2
urn:lofts:fhg.suidas.suidae_fragmenta.thessalica.e_libro_secundo:3,urn:cite:lofts:fhg.suidas:3
urn:lofts:fhg.suidas.suidae_fragmenta.thessalica.e_libro_secundo:4,urn:cite:lofts:fhg.suidas:4
urn:lofts:fhg.suidas.suidae_fragmenta.thessalica.e_libro_secundo:5,urn:cite:lofts:fhg.suidas:5
urn:lofts:fhg.suidas.suidae_fragmenta.thessalica.e_libro_secundo:5.a,urn:cite:lofts:fhg.suidas:5.a
urn:lofts:fhg.suidas.suidae_fragmenta.de_euboea:6,urn:cite:lofts:fhg.suidas:6
urn:lofts:fhg.suidas.suidae_fragmenta.genealogiae:7,urn:cite:lofts:fhg.suidas:7
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_primo:1,urn:cite:lofts:fhg.duris_samius:1
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:2,urn:cite:lofts:fhg.duris_samius:2
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:3,urn:cite:lofts:fhg.duris_samius:3
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:3,urn:cite:lofts:fhg.duris_samius:3
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:3,urn:cite:lofts:fhg.duris_samius:3
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:3,urn:cite:lofts:fhg.duris_samius:3
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:4,urn:cite:lofts:fhg.duris_samius:4
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:4,urn:cite:lofts:fhg.duris_samius:4
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:5,urn:cite:lofts:fhg.duris_samius:5
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:6,urn:cite:lofts:fhg.duris_samius:6
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_secundo:7,urn:cite:lofts:fhg.duris_samius:7
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_quinto:8,urn:cite:lofts:fhg.duris_samius:8
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_quinto:9,urn:cite:lofts:fhg.duris_samius:9
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_quinto:10,urn:cite:lofts:fhg.duris_samius:10
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_quinto:10,urn:cite:lofts:fhg.duris_samius:10
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_quinto:11,urn:cite:lofts:fhg.duris_samius:11
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_septimo:12,urn:cite:lofts:fhg.duris_samius:12
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_septimo:13,urn:cite:lofts:fhg.duris_samius:13
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_septimo:14,urn:cite:lofts:fhg.duris_samius:14
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_septimo:15,urn:cite:lofts:fhg.duris_samius:15
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_octavo:16,urn:cite:lofts:fhg.duris_samius:16
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_nono:17,urn:cite:lofts:fhg.duris_samius:17
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_nono:18,urn:cite:lofts:fhg.duris_samius:18
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_nono:19,urn:cite:lofts:fhg.duris_samius:19
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_nono:19.a,urn:cite:lofts:fhg.duris_samius:19.a
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_nono:20,urn:cite:lofts:fhg.duris_samius:20
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo:21,urn:cite:lofts:fhg.duris_samius:21
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo:22,urn:cite:lofts:fhg.duris_samius:22
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo:23,urn:cite:lofts:fhg.duris_samius:23
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo:24,urn:cite:lofts:fhg.duris_samius:24
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo:25,urn:cite:lofts:fhg.duris_samius:25
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo_quinto:26,urn:cite:lofts:fhg.duris_samius:26
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo_sexto:27,urn:cite:lofts:fhg.duris_samius:27
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo_sexto:28,urn:cite:lofts:fhg.duris_samius:28
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo_sexto:28,urn:cite:lofts:fhg.duris_samius:28
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_decimo_septimo:29,urn:cite:lofts:fhg.duris_samius:29
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_vicesimo_secundo:30,urn:cite:lofts:fhg.duris_samius:30
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_vicesimo_secundo:31,urn:cite:lofts:fhg.duris_samius:31
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_vicesimo_tertio:32,urn:cite:lofts:fhg.duris_samius:32
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.historiarum.e_libro_vicesimo_tertio:33,urn:cite:lofts:fhg.duris_samius:33
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_secundo:34,urn:cite:lofts:fhg.duris_samius:34
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_secundo:35,urn:cite:lofts:fhg.duris_samius:35
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_secundo:36,urn:cite:lofts:fhg.duris_samius:36
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_tertio:37,urn:cite:lofts:fhg.duris_samius:37
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:38,urn:cite:lofts:fhg.duris_samius:38
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:39,urn:cite:lofts:fhg.duris_samius:39
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:40,urn:cite:lofts:fhg.duris_samius:40
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:40,urn:cite:lofts:fhg.duris_samius:40
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:41,urn:cite:lofts:fhg.duris_samius:41
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:42,urn:cite:lofts:fhg.duris_samius:42
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:43,urn:cite:lofts:fhg.duris_samius:43
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:44,urn:cite:lofts:fhg.duris_samius:44
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:45,urn:cite:lofts:fhg.duris_samius:45
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.de_rebus_agathoclis.e_libro_quarto:46,urn:cite:lofts:fhg.duris_samius:46
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.samiorum_annales.e_libro_quarto:47,urn:cite:lofts:fhg.duris_samius:47
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.samiorum_annales.e_libro_quarto:48,urn:cite:lofts:fhg.duris_samius:48
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.samiorum_annales.e_libro_quarto:49,urn:cite:lofts:fhg.duris_samius:49
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.samiorum_annales.e_libro_quarto:49.a,urn:cite:lofts:fhg.duris_samius:49.a
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.samiorum_annales.e_libro_secundo:50,urn:cite:lofts:fhg.duris_samius:50
urn:lofts:fhg.duris_samius.duridis_samii_fragmenta.samiorum_annales.e_libro_secundo:51,urn:cite:lofts:fhg.duris_samius:51
